label	data

2	"Faith  schools  citizenship  warning  |||    Schools  must  improve  the  quality  of  citizenship  lessons  -  or  social  cohesion  and  democracy  will  suffer,  says  the  education  watchdog.  |||    Independent  faith  schools  were  singled  out  by  Ofsted  chief,  David  Bell,  for  not  doing  enough  to  promote  the  ""wider  tenets  of  British  society"".  Mr  Bell  said  Muslim,  Jewish  and  Evangelical  Christian  schools  must  be  ""intolerant  of  intolerance"".  Diversity  ""certainly  must  not  mean  segregated  or  separate"",  he  said.  Mr  Bell's  speech  called  for  a  much  greater  effort  in  all  types  of  schools  to  teach  citizenship  -  with  an  accompanying  survey  showing  that  young  people  knew  little  about  politics  and  had  no  enthusiasm  to  find  out  more.  |||    Badly-taught  citizenship  lessons  have  previously  been  criticised  by  Mr  Bell,  and  in  a  speech  to  the  Hansard  Society,  he  warned  that  it  was  failing  to  pass  on  an  understanding  of  democracy,  public  service  and  shared  values.  He  highlighted  his  particular  concern  for  citizenship  in  the  growing  number  of  independent  faith  schools  -  which  he  said  included  about  100  Muslim,  100  Evangelical  Christian  and  50  Jewish  schools.  |||    Mr  Bell  expressed  concern  about  schools  which  did  not  teach  children  enough  about  a  ""common  heritage""  and  needed  to  do  more  to  promote  principles  of  mutual  tolerance  and  social  inclusion.  ""I  worry  that  many  young  people  are  being  educated  in  faith-based  schools,  with  little  appreciation  of  their  wider  responsibilities  and  obligations  to  British  society,""  said  Mr  Bell.  The  Ofsted  chief  said  his  forthcoming  annual  report  would  make  particular  reference  to  Muslim  schools.  ""Many  must  adapt  their  curriculum  to  ensure  that  it  provides  pupils  with  a  broad  general  knowledge  of  public  institutions  and  services  in  England  and  helps  them  to  acquire  an  appreciation  of  and  respect  for  other  cultures  in  a  way  that  promotes  tolerance  and  harmony.""  Mr  Bell  said  such  questions  of  religion  and  cultural  identity  were  ""tricky  issues"".  But  he  argued  that  ""we  must  not  allow  our  recognition  of  diversity  to  become  apathy  in  the  face  of  any  challenge  to  our  coherence  as  a  nation"".  ""I  would  go  further  and  say  that  an  awareness  of  our  common  heritage  as  British  citizens,  equal  under  the  law,  should  enable  us  to  assert  with  confidence  that  we  are  intolerant  of  intolerance,  illiberalism  and  attitudes  and  values  that  demean  the  place  of  certain  sections  of  our  community,  be  they  women  or  people  living  in  non-traditional  relationships,""  said  Mr  Bell." 

1	"Rock  band  U2  break  ticket  record  |||    U2  have  smashed  Irish  box  office  records  with  ticket  sales  for  their  Dublin  concerts,  after  more  than  150,000  were  sold  within  50  minutes.  |||    Tickets  for  the  two  concerts  at  the  city's  Croke  Park  stadium  were  released  at  8am  on  Friday  morning.  ""Nothing  like  it  has  ever  been  seen  in  Ireland  before,""  said  Justin  Green,  spokesman  for  organisers  MCD  Promoters.  ""We  could  have  sold  a  million  tickets.""  The  Dublin  dates  on  June  24  and  25  form  part  of  the  worldwide  Vertigo  tour.  The  tour  begins  in  San  Diego  on  28  March  and  will  cover  13  US  cities.  The  band  will  also  play  24  European  gigs,  finishing  in  Lisbon  in  August.  |||    Mr  Green  said  that  ticket  outlets  had  been  ""bombarded""  by  U2  fans.  ""Unfortunately  there's  thousands  and  thousands  of  disappointed  fans  all  over  the  country  which  is  disappointing,  but  there's  only  two  dates  confirmed,""  he  said.  Many  fans  camped  on  the  streets  of  the  Irish  capital  for  three  days  to  ensure  they  were  first  in  line  at  Ticketmaster  in  St  Stephen's  Green  Shopping  Centre,  where  the  tickets  went  on  sale  on  Friday.  However  the  majority  of  tickets,  priced  at  between  59.50  and  80  euro  each,  were  sold  online.  Earlier  this  week,  Bono  announced  that  the  band  would  play  two  shows  at  the  venue,  which  holds  almost  80,000  people,  due  to  the  phenomenal  demand  for  tickets." 

1	"Hoffman  hits  out  over  modern  film  |||    Hollywood  legend  Dustin  Hoffman  has  hit  out  at  the  quality  of  current  films  and  theatre  productions.  |||    The  star  of  Rain  Man  and  Tootsie  said  the  film  culture  was  ""in  the  craphouse""  at  a  press  conference  on  Tuesday.  The  67-year-old  also  said  he  stopped  working  a  few  years  ago  because  he  lost  his  ""spark""  for  acting.  Hoffman  is  in  the  UK  to  publicise  his  new  comedy,  Meet  the  Fockers,  which  also  stars  Robert  De  Niro,  Barbra  Streisand  and  Ben  Stiller.  |||    He  said:  ""You  go  to  the  cinema  and  you  realise  you're  watching  the  third  act.  There  is  no  first  or  second  act.  ""There  is  this  massive  film-making  where  you  spend  this  incredible  amount  of  money  and  play  right  to  the  demographic.  ""You  can  tell  how  much  money  the  film  is  going  to  make  by  how  it  does  on  the  first  weekend.  ""The  whole  culture  is  in  the  craphouse.  It's  not  just  true  in  the  movies,  it's  also  true  in  the  theatre.  ""Broadway,  and  now  London  is  the  same,  special  effects  are  in  great  demand.  It's  not  a  good  time  culturally.""  |||    Hoffman  also  said  he  stopped  working  a  few  years  ago  and  moved  into  directing  and  writing.  He  said:  ""I  just  lost  that  spark  I  always  had.  ""A  couple  of  years  ago  I  didn't  like  the  parts  I  was  getting.  ""Studios  weren't  interested  in  the  kind  of  films  that  people  of  my  generation  wanted  to  see.  ""I  thought  I  would  stop  and  just  try  writing  and  directing.  I  wasn't  aware  of  the  depression  that  set  in.""  Recently,  Hoffmann  has  returned  to  film,  with  roles  in  I  Heart  Huckabees,  Finding  Neverland  and  now  Meet  the  Fockers,  which  is  the  sequel  to  Meet  the  Parents.  Meet  The  Fockers  opens  in  the  UK  on  Friday." 

0	"UK  'risks  breaking  golden  rule'  |||    The  UK  government  will  have  to  raise  taxes  or  rein  in  spending  if  it  wants  to  avoid  breaking  its  ""golden  rule"",  a  report  suggests.  |||    The  rule  states  that  the  government  can  borrow  cash  only  to  invest,  and  not  to  finance  its  spending  projects.  The  National  Institute  of  Economic  and  Social  Research  (NIESR)  claims  that  taxes  need  to  rise  by  about  £10bn  if  state  finances  are  to  be  put  in  order.  The  Treasury  said  its  plans  were  on  track  and  funded  until  2008.  According  to  NIESR,  if  the  government's  current  economic  cycle  runs  until  March  2006  then  it  is  ""unlikely""  the  golden  rule  will  be  met.  Should  the  cycle  end  a  year  earlier,  then  the  chances  improve  to  ""50/50"".  Either  way,  fiscal  tightening  is  needed,  NIESR  said.  |||    The  report  is  the  latest  to  call  into  question  the  viability  of  government  spending  projections.  Earlier  this  month,  accountancy  firm  Ernst  &  Young  said  that  Chancellor  of  the  Exchequer  Gordon  Brown's  forecasts  for  tax  revenues  were  too  optimistic.  |||    It  claimed  revenues  were  likely  to  be  £6bn  below  estimates  by  the  end  of  the  tax  year  despite  the  economy  growing  in  line  with  forecasts.  A  Treasury  spokesperson  dismissed  the  latest  claims,  saying  it  was  ""on  track  to  meeting  spending  rules  and  the  golden  rule  in  the  current  cycle  and  beyond"".  ""Spending  plans  have  been  set  out  until  2008  and  they  are  fully  affordable.""  Other  than  its  warning  on  possible  tax  hikes,  the  NIESR  report  was  optimistic  about  the  state  of  the  UK  and  global  economy.  |||    It  said  the  recent  record-busting  surge  in  oil  prices  would  have  a  limited  effect  on  worldwide  expansion,  saying  that  if  anything  the  ""world  economy  will  continue  to  grow  strongly"".  Global  gross  domestic  product  (GDP)  is  tipped  to  be  4.1%  this  year,  dipping  to  4%  in  2005,  before  picking  up  again  to  4.2%  in  2006.  The  US  will  continue  to  drive  expansion  until  2006,  albeit  at  a  slightly  slower  rate,  as  will  be  the  case  in  Japan.  Hinting  at  better  times  for  UK  exporters,  NIESR  said  the  euro  zone  ""is  expected  to  pick  up  speed"".  |||    Growth  in  Britain  also  is  set  to  accelerate,  it  forecast.  ""Despite  weak  growth  in  the  third  quarter,  the  forces  sustaining  the  upswing  remain  intact  and  the  economy  will  expand  robustly  in  2005  and  2006,""  NIESR  said,  adding  that  ""the  economy  will  become  better  balanced  over  the  next  two  years  as  exports  stage  a  recovery"".  GDP  is  expected  at  3.2%  in  2004,  and  2.8%  in  both  2005  and  2006.  The  main  cloud  on  the  horizon,  NIESR  said,  was  the  UK's  much  analysed  and  fretted  over  property  market." 

2	"Whitehall  shredding  increasing  -  Tories  |||    Civil  servants  have  drastically  stepped  up  the  shredding  of  official  documents,  figures  compiled  by  the  Tories  suggest.  |||    Some  government  departments  had  doubled  the  number  of  documents  being  shredded  ahead  of  the  Freedom  of  Information  Act's  implementation  on  1  January.  Departments  for  defence,  environment  and  trade,  which  had  all  increased  file  destruction,  said  they  were  following  rules  governing  public  records.  But  the  Tories  want  the  information  commissioner  to  investigate.  The  Freedom  of  Information  Act  will  for  the  first  time  give  members  of  the  public  access  to  government  records  previously  kept  secret  for  30  years.  But  BBC  Political  Correspondent  James  Hardy  said  the  prospect  of  outsiders  poking  their  noses  into  the  inner  workings  of  Whitehall  appeared  to  be  causing  jitters  among  the  mandarins.  |||    Liberal  Democrat  Alan  Beith  -  who  chairs  the  select  committee  which  monitors  the  Department  of  Constitutional  Affairs  -  said  if  the  claims  were  true,  Whitehall  was  ""acting  entirely  against  the  spirit  of  the  new  Act"".  ""Both  the  information  commissioner  and  the  select  committee  will  have  to  keep  this  issue  under  very  close  scrutiny.""  Fellow  Lib  Dem  Norman  Baker  said  the  episode  painted  an  ""unflattering  picture  of  the  inner  workings  of  government"".  ""It  is  clear  that  the  government's  initial  enthusiasm  for  open  government  has  turned  to  self-serving  cynicism.""  Dr  Julian  Lewis,  the  Conservative  spokesman  for  the  Cabinet  Office,  said  he  had  discovered  a  huge  acceleration  in  shredding  from  a  series  of  parliamentary  answers.  |||    The  Department  of  Work  and  Pensions  destroyed  nearly  37,000  files  last  year  -  up  22,000  on  four  years  ago  when  the  Act  was  passed.  The  number  of  files  destroyed  by  the  Ministry  of  Defence  and  the  departments  of  Environment,  Food  and  Rural  Affairs  and  Trade  and  Industry  has  also  risen  dramatically.  Dr  Lewis  has  called  for  an  investigation  by  the  information  commissioner  Richard  Thomas.  Earlier  this  week,  Mr  Thomas  said  he  was  looking  into  Cabinet  Office  orders  telling  staff  to  delete  e-mails  more  than  three  months  old.  He  said  he  ""totally  condemned""  the  deletion  of  e-mails  to  prevent  their  disclosure  under  freedom  of  information  laws  coming  into  force  on  1  January.  |||    Government  guidance  said  e-mails  should  only  be  deleted  if  they  served  ""no  current  purpose"",  Mr  Thomas  said.  A  Cabinet  Office  spokeswoman  said  the  move  was  not  about  the  new  laws  or  ""the  destruction  of  important  records"".  The  Freedom  of  Information  Act  will  cover  England,  Wales  and  Northern  Ireland  from  next  year.  Similar  measures  are  being  brought  in  at  the  same  time  in  Scotland.  It  provides  the  public  with  a  right  of  access  to  information  held  by  about  100,000  public  bodies,  subject  to  various  exemptions." 

0	"Dollar  hovers  around  record  lows  |||    The  US  dollar  hovered  close  to  record  lows  against  the  euro  on  Friday  as  concern  grows  about  the  size  of  the  US  budget  deficit.  |||    Analysts  predict  that  the  dollar  will  remain  weak  in  2005  as  investors  worry  about  the  state  of  the  US  economy.  The  Bush  administration's  apparent  unwillingness  to  intervene  to  support  the  dollar  has  caused  further  concern.  However,  trading  has  been  volatile  over  the  past  week  because  of  technical  and  automated  trading  and  light  demand.  This  has  amplified  reactions  to  news,  analysts  said,  adding  that  they  expect  markets  to  become  less  jumpy  in  January.  |||    The  dollar  was  trading  at  $1.3652  versus  the  euro  on  Friday  morning  after  hitting  a  fresh  record  low  of  $1.3667  on  Thursday.  One  dollar  bought  102.55  yen.  |||    Disappointing  business  figures  from  Chicago  triggered  the  US  currency's  weakness  on  Thursday.  The  National  Association  of  Purchasing  Management-Chicago  said  its  manufacturing  index  dropped  to  61.2,  a  bigger  fall  than  expected.  ""There  are  no  dollar  buyers  now,  especially  after  the  Chicago  data  yesterday,""  said  ABN  Amro's  Paul  Mackel.  At  the  same  time,  German  Chancellor  Gerhard  Schroeder  and  Italian  Prime  Minister  Silvio  Berlusconi  voiced  concerns  about  the  strength  of  the  euro.  Mr  Berlusconi  said  the  euro's  strength  was  ""absolutely  worrying""  for  Italian  exports.  Mr  Schroeder  said  in  a  newspaper  article  that  stability  in  foreign  exchange  markets  required  a  correction  of  global  economic  imbalances.  Investors  will  now  look  towards  February's  meeting  of  finance  ministers  from  the  G7  industrialised  nations  in  London  for  clues  as  to  whether  central  banks  will  combine  forces  to  stem  the  dollar's  decline." 

0	"Air  Jamaica  back  in  state  control  |||    The  Jamaican  government  is  regaining  control  of  Air  Jamaica  in  an  bid  to  help  the  ailing  company  out  of  its  financial  difficulties.  |||    The  firm  has  failed  to  make  money  since  the  state  sold  a  majority  stake  to  hotel  tycoon  Gordon  Stewart  in  1994.  In  common  with  many  carriers,  Air  Jamaica,  with  debts  of  $560m  (£291m),  has  been  hit  by  high  fuel  costs  and  the  impact  of  the  11  September  attacks.  The  company  will  be  restructured  with  the  aim  of  finding  a  new  buyer.  ""The  administration  is  committed  to  a  viable  national  airline  that  will  serve  as  a  major  catalyst  for  our  economy,""  said  Finance  Minister  Omar  Davies.  The  35-year-old  airline  transports  about  55%  of  all  passengers  to  the  island  and  its  pilots  are  reportedly  among  the  best  paid  in  the  industry,  with  senior  members  of  staff  earning  in  excess  of  $234,000  a  year." 

0	"Call  centre  users  'lose  patience'  |||    Customers  trying  to  get  through  to  call  centres  are  getting  impatient  and  quicker  to  hang  up,  a  survey  suggests.  |||    Once  past  the  welcome  message,  callers  on  average  hang  up  after  just  65  seconds  of  listening  to  canned  music.  The  drop  in  patience  comes  as  the  number  of  calls  to  call  centres  is  growing  at  a  rate  of  20%  every  year.  ""Customers  are  getting  used  to  the  idea  of  an  'always  available'  society,""  says  Cara  Diemont  of  IT  firm  Dimension  Data,  which  commissioned  the  survey.  However,  call  centres  also  saw  a  sharp  increase  of  customers  simply  abandoning  calls,  she  says,  from  just  over  5%  in  2003  to  a  record  13.3%  during  last  year.  When  automated  phone  message  systems  are  taken  out  of  the  equation,  where  customers  have  to  pick  their  way  through  multiple  options  and  messages,  the  number  of  abandoned  calls  is  even  higher  -  a  sixth  of  all  callers  give  up  rather  than  wait.  One  possible  reason  for  the  lack  in  patience,  Ms  Diemont  says,  is  the  fact  that  more  customers  are  calling  'on  the  move'  using  their  mobile  phones.  |||    The  surge  in  customers  trying  to  get  through  to  call  centres  is  also  a  reflection  of  the  centres'  growing  range  of  tasks.  ""Once  a  call  centre  may  have  looked  after  mortgages,  now  its  agents  may  also  be  responsible  for  credit  cards,  insurance  and  current  accounts,""  Ms  Diemont  says.  Problems  are  occurring  because  increased  responsibility  is  not  going  hand-in-hand  with  more  training,  the  survey  found.  |||    In  what  Dimension  Data  calls  an  ""alarming  development"",  the  average  induction  time  for  a  call  centre  worker  fell  last  year  from  36  to  just  21  days,  leaving  ""agents  not  equipped  to  deal  with  customers"".  This,  Ms  Diemont  warns,  is  ""scary""  and  not  good  for  the  bottom  line  either.  Poor  training  frustrates  both  call  centre  workers  and  customers.  As  a  result,  call  centres  have  a  high  ""churn  rate"",  with  nearly  a  quarter  of  workers  throwing  in  the  towel  every  year,  which  in  turn  forces  companies  to  pay  for  training  new  staff.  Resolution  rates  -  the  number  of  calls  where  a  customer's  query  is  resolved  to  mutual  satisfaction  -  are  running  at  just  50%.  When  the  query  is  passed  on  to  a  second  or  third  person  -  a  specialist  or  manager  -  rates  rise  to  about  70%,  but  that  is  still  well  below  the  industry  target  of  an  85%  resolution  rate.  |||    Suggestions  that  ""outsourcing""  -  relocating  call  centres  to  low-cost  countries  like  India  or  South  Africa  -  is  to  blame  are  wrong,  Ms  Diemont  says.  |||    There  are  ""no  big  differences  in  wait  time  and  call  resolution""  between  call  centres  based  in  Europe  or  North  America  and  those  in  developing  countries  around  the  world.  ""You  can  make  call  centres  perform  anywhere  if  you  have  good  management  and  the  right  processes  in  place,""  she  says.  However,  companies  that  decide  to  ""offshore""  their  operations  are  driven  not  just  by  cost  considerations.  Only  42%  of  them  say  that  saving  money  is  the  main  consideration  when  closing  domestic  call  centre  operations.  Half  of  them  argue  that  workers  in  other  countries  offer  better  skills  for  the  money.  But  not  everybody  believes  that  outsourcing  and  offshoring  are  the  solution.  Nearly  two-thirds  of  all  firms  polled  for  the  survey  have  no  plans  to  offshore  their  call  centres.  They  give  three  key  reasons  for  not  making  the  move:  |||    -  call  centre  operations  are  part  of  their  business  ""core  function"",      -  they  are  worried  about  the  risk  of  going  abroad,      -  they  fear  that  they  will  damage  their  brand  if  they  join  the  offshoring  drive.  The  survey  was  conducted  by  Sunovate  on  behalf  of  Dimension  Data,  and  is  based  on  in-depth  questionnaires  of  166  call  centres  in  24  countries  and  five  continents.  What  are  your  experiences  with  call  centres?  Are  you  happy  to  listen  to  Vivaldi  or  Greensleeves,  or  do  you  want  an  immediate  response?  And  if  you  work  in  a  call  centre:  did  your  training  prepare  you  for  your  job?" 

0	"Weak  dollar  hits  Reuters  |||    Revenues  at  media  group  Reuters  slipped  11%  during  2004,  mainly  due  to  the  weakness  of  the  dollar,  the  group  said.  |||    The  company  said  it  was  optimistic  about  growth  even  as  revenues  slipped  11%  from  £3.24bn  ($6.13bn)  in  2003  to  £2.89bn  in  2004.  Reuters  beat  profit  forecasts,  posting  a  52%  rise  in  profits  for  the  year  to  £198m  from  the  £130m  seen  a  year  earlier.  Reuters  also  beat  its  savings  target  for  2004,  delivering  £234m  of  cuts.  Under  its  three-year  Fast  Forward  turnaround  plan  it  had  aimed  to  save  £220m  during  the  12  months  to  31  December.  |||    Reuters  also  managed  to  slow  a  decline  in  underlying  revenues  to  5.4%  from  10.2%  in  2003  and  cut  its  debt  back  to  £160m  from  £610m  a  year  earlier.  The  news  and  financial  data  seller  said  the  year  had  begun  well,  adding  it  expected  ""further  gradual  improvement""  in  the  second  quarter  of  the  year  after  good  January  sales.  It  added  it  was  planning  to  deliver  a  further  £105m  of  savings  over  the  coming  year  -  but  said  it  expects  to  be  hit  with  an  £80m  restructuring  charge  to  pay  for  the  cost  of  moving  from  Fleet  Street  to  new  headquarters  in  London  at  Canary  Wharf.  ""Improving  customer  relationships,  more  competitive  products  and  continued  strong  cost  discipline  position  us  well  for  2005,""  chief  executive  Tom  Glocer  said,  adding  the  company  was  beginning  ""to  look  beyond  recovery  to  growth""." 

1	"Horror  film  heads  US  box  office  |||    A  low-budget  horror  film  produced  by  Evil  Dead  director  Sam  Raimi  has  topped  the  North  American  box  office.  |||    Boogeyman,  which  focuses  on  a  man  who  returns  to  his  childhood  home  to  confront  his  traumatic  past,  took  $19.5m  (£14.9m)  in  three  days.  Last  week's  chart-topper,  the  Robert  de  Niro  thriller  Hide  and  Seek,  fell  to  number  four.  Other  new  entries  included  The  Wedding  Date,  a  comedy  starring  Will  and  Grace's  Debra  Messing,  at  number  two.  |||    The  road-trip  comedy  Are  We  There  Yet?  and  multiple  Oscar  nominee  Million  Dollar  Baby  completed  the  top  five.  Other  Oscar  contenders,  including  The  Aviator  and  Sideways,  continued  to  perform  strongly  at  the  box  office.  The  Aviator  has  taken  $75m  (£40m)  so  far,  while  Sideways  has  taken  $46.8m  (£24.8m)  in  a  more  limited  release.  |||    Boogeyman,  which  cost  just  $7m  (£3.5m)  to  make,  performed  well  even  though  it  was  not  screened  to  critics  before  release  -  normally  a  sign  that  a  film  will  get  bad  reviews  or  perform  poorly  at  the  box  office.  ""I  certainly  believe  it's  a  genre  where  people  are  going  to  be  more  moved  by  the  marketing  materials  for  the  movie  than  by  what  the  critics  say,""  said  Rory  Bruer,  head  of  distribution  for  Sony  Pictures,  which  released  the  film  in  the  US.  Overall  the  weekend  box  office  was  strong  despite  the  fact  that  it  was  American  football's  Super  Bowl  weekend  -  a  time  when  cinema  admissions  generally  fall.  This  year,  the  top  12  films  grossed  around  $91m  (£48.3m),  compared  to  2004's  Super  Bowl  weekend  when  the  total  box  office  was  $73.4m  (£38.9m)." 

2	"Tories  outlining  policing  plans  |||    Local  communities  would  be  asked  to  go  to  the  polls  to  elect  their  own  area  police  commissioner,  under  plans  unveiled  by  the  Conservatives.  |||    Party  leader  Michael  Howard  said  the  new  role  would  replace  ""inconspicuous""  police  authorities.  He  said  the  new  office  would  not  supersede  the  job  of  a  chief  constable.  The  Lib  Dems  said  the  plan  could  let  extreme  groups  run  policing,  while  Labour  criticised  ""extravagant""  Tory  promises  on  policing.  |||    Responding  to  the  plans,  the  chairman  of  the  Police  Federation  of  England  and  Wales,  which  represents  rank  and  file  officers,  said  it  was  essential  operational  independence  was  retained.  |||    Jan  Berry  said:  ""It  is  a  service,  not  a  political  football  to  be  kicked  around  every  time  an  election  approaches.  ""These  plans  could  result  in  those  with  extreme  political  views  dictating  what  actually  happens  on  the  ground,""  she  warned.  Outlining  his  crime  manifesto,  Mr  Howard  said  elected  police  commissioners  would  be  more  accountable  than  police  authorities  which  are  made  up  of  local  councillors  and  magistrates.  ""The  commissioner  will  have  the  powers  which  existing  police  authorities  have,""  he  told  BBC  Radio  4's  Today  programme.  ""The  trouble  is,  and  it's  no  reflection  on  the  people  who  are  on  the  police  authority  -  they  are  good  people  -  but  hardly  anyone  knows  who  they  are.""  Mr  Howard  said  the  authorities  were  not  ""providing  the  local  accountability  that  we  want  to  see""  and  that  elected  police  commissioners  would  be  more  visible.  |||    Critics  fear  the  move  could  hand  control  of  the  police  to  single-issue  campaigners  who  would  ignore  the  needs  of  the  wider  community.  Lord  Harris,  who  sits  on  the  executive  of  Association  of  Police  Authorities,  said  the  plans  seemed  to  suggest  chief  constables  should  be  told  what  to  do  by  a  single  politician.  ""That  is  overturning  nearly  200  years  of  the  way  in  which  we  have  organised  policing  in  this  country  to  avoid  the  politicisation  of  policing  decisions,""  he  said.  |||    Liberal  Democrat  home  affairs  spokesman  Mark  Oaten  said  the  plan  was  dangerous  and  ""could  create  conflict  between  chief  constables  and  elected  officials"".  Mr  Oaten  said  local  people  had  too  little  control  over  policing  but  a  far  better  solution  would  be  for  elected  councillors  to  draw  up  a  ""minimum  policing  guarantee""  with  their  chief  constables.  A  Labour  Party  spokesman  criticised  Michael  Howard's  record,  saying  police  numbers  had  fallen  by  1,132  when  he  was  home  secretary.  He  said:  ""Today  the  Tories  are  making  more  extravagant  promises  on  the  police  without  making  clear  how  they  would  pay  for  them,  other  than  through  fantasy  savings  to  the  asylum  system.""  The  Tories  insists  the  commissioner  role  would  not  be  like  that  of  an  American  sheriff.  Other  Tory  law  and  order  plans  include  building  more  prisons  and  making  criminals  serve  full  jail  sentences." 

1	"US  TV  host  Clark  suffers  stroke  |||    Veteran  US  television  host  Dick  Clark  is  in  hospital  in  Los  Angeles  after  suffering  a  mild  stroke.  |||    The  75-year-old  presented  long-running  show  American  Bandstand  from  1956-87  and  has  since  hosted  game  shows  and  produced  award  ceremonies.  Clark  is  scheduled  to  welcome  in  the  New  Year  on  the  ABC  network,  a  job  he  has  done  for  33  years.  The  presenter  said  that  he  is  ""hopeful""  of  getting  better  in  time  to  lead  the  festivities  in  New  York's  Times  Square.  Clark's  publicist  Paul  Shefrin  said  the  television  host  was  ""recovering""  and  there  was  no  cause  for  alarm.  Clark,  who  produces  the  Golden  Globe  and  American  Music  Awards,  disclosed  last  year  that  he  was  suffering  from  diabetes.  |||    His  popular  music  show  American  Bandstand  was  first  broadcast  in  1952,  and  attracted  an  audience  of  20  million  people  after  it  was  picked  up  by  ABC  in  1957.  The  long-running  weekly  series,  which  featured  guests  including  Elvis  Presley,  Buddy  Holly  and  Aretha  Frankin,  came  to  an  end  in  1989.  Clark  was  inducted  into  the  Rock  and  Roll  Hall  of  Fame  in  1993  for  his  contribution  to  the  music  industry.  He  has  also  been  responsible  for  television  series  such  as  TV  Bloopers,  Celebrity  Boxing  and  drama  American  Dreams.  Clark  is  also  expected  to  act  as  executive  producer  for  the  upcoming  Golden  Globe  Awards  ceremony,  which  is  taking  place  on  16  January." 

1	"Carry  On  star  Patsy  Rowlands  dies  |||    Actress  Patsy  Rowlands,  known  to  millions  for  her  roles  in  the  Carry  On  films,  has  died  at  the  age  of  71.  |||    Rowlands  starred  in  nine  of  the  popular  Carry  On  films,  alongside  fellow  regulars  Sid  James,  Kenneth  Williams  and  Barbara  Windsor.  She  also  carved  out  a  successful  television  career,  appearing  for  many  years  in  ITV's  well-loved  comedy  Bless  This  House.  Rowlands  died  in  Hove  on  Saturday  morning,  her  agent  said.  |||    Born  in  January  1934,  Rowlands  won  a  scholarship  to  the  Guildhall  School  of  Speech  and  Drama  scholarship  when  she  was  just  15.  |||    After  spending  several  years  at  the  Players  Theatre  in  London,  she  made  her  film  debut  in  1963  in  Tom  Jones,  directed  by  Tony  Richardson.  She  made  her  first  Carry  On  film  in  1969  where  she  appeared  in  Carry  On  Again  Doctor.  Rowlands  played  the  hard-done-by  wife  or  the  put-upon  employee  as  a  regular  Carry  On  star.  She  also  appeared  in  Carry  On  at  your  Convenience,  Carry  On  Matron  and  Carry  On  Loving,  as  well  as  others.  |||    In  recent  years  she  appeared  in  BBC  mini-series  The  Cazalets  and  played  Mrs  Potts  in  the  London  stage  version  of  Beauty  and  the  Beast.  Agent  Simon  Beresford  said:  ""She  was  just  an  absolutely  favourite  client  She  never  complained  about  anything,  particularly  when  she  was  ill,  she  was  an  old  trouper.  ""She  was  of  the  old  school  -  she  had  skills  from  musical  theatre  and  high  drama,  that  is  why  she  worked  with  the  great  and  the  good  of  directors.  ""She  didn't  mind  always  being  recognised  for  the  Carry  On  films  because  she  thoroughly  enjoyed  making  them.  She  was  a  really  lovely  person  and  she  will  be  much  missed.""  Her  last  appearance  on  stage  was  as  Mrs  Pearce  in  the  award-winning  production  of  My  Fair  Lady  at  the  National  Theatre.  Previously  married,  she  leaves  one  son,  Alan.  Her  funeral  will  be  a  private,  family  occasion,  with  a  memorial  service  at  a  later  date." 

0	"Weak  data  buffets  French  economy  |||    A  batch  of  downbeat  government  data  has  cast  doubt  over  the  French  economy's  future  prospects.  |||    Official  figures  showed  on  Friday  that  unemployment  was  unchanged  at  9.9%  last  month,  while  consumer  confidence  fell  unexpectedly  in  October.  At  the  same  time,  finance  minister  Nicolas  Sarkozy  warned  that  high  oil  prices  posed  a  threat  to  French  growth.  ""[Oil  prices]  will  weigh  on  consumer  spending  in  the  short  term,  and  potentially  on  confidence,""  he  said.  World  oil  prices  have  risen  by  more  than  60%  since  the  start  of  the  year  as  production  struggles  to  keep  pace  with  soaring  demand.  |||    Analysts  said  French  companies,  keen  to  protect  their  profit  margins  at  a  time  of  rising  energy  costs,  were  reluctant  to  take  on  extra  staff.  ""[The  unemployment  figures]  show  the  main  problem  of  the  French  economy:  we  have  growth  but  without  an  improvement  in  employment,""  said  Marc  Touati,  an  economist  at  Natexis  Banques  Populaires.  ""Politicians  must  have  the  will  and  guts  to  solve  structural  unemployment  with  thorough  reforms,  otherwise  in  five  or  ten  years,  it  will  be  too  late.""  Obligatory  employer  contributions  to  worker  welfare  programmes  mean  that  it  costs  more  to  hire  staff  in  France  than  in  many  other  European  economies.  Many  economists  have  urged  the  government  to  stimulate  employment  by  reducing  non-wage  payroll  costs,  and  by  scrapping  restrictions  on  working  hours.  The  French  statistics  agency,  INSEE,  expects  the  economy  to  grow  by  about  2.4%  this  year,  buoyed  by  strong  consumer  spending  and  business  investment.  That  is  above  the  projected  eurozone  average  of  just  above  2%." 

