,Unnamed: 0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,class
141,141,0.3092765654936799,0.7650333276053768,0.3240179931365025,0.9612944132501856,0.8174687709601872,0.0979383919913996,0.4770215583500941,0.1140580826840579,0.1152006024717618,0.4980656016356234,0.5827517926154622,0.9785400756135576,0.313555883924466,0.4854972304551074,0.014296182472858,42.0,42.0,42.0,0.3578954526333611,42.0,0.3196194866630188,0.1847451340865201,0.9131869155044527,0.0475753468161495,C3
142,142,0.1148204741724091,0.2535866760296015,0.8298912379283337,0.8679409698020708,0.6174451714750293,0.4812522500457254,0.7513869692292513,0.8973730731727128,0.0611621928305989,0.3222845242728979,0.1447034324088315,0.9383660407041196,0.1931744053251372,0.8039668167767368,0.6949011073636536,0.421149204658573,0.3446790982943497,0.1517471467884396,0.2893755228782547,0.557736690357807,42.0,42.0,42.0,42.0,C3
143,143,0.0602003243184235,0.9157057190603852,0.236997564925431,0.448295927356633,0.6489991306238825,0.8695041539606838,0.2355375011882924,0.8231036766328544,0.5165950463944708,0.2649121581088642,0.3018562863237164,0.0623585732678327,0.4217137693322365,0.8711654012208623,0.1792275575379629,0.3620822581846686,0.2622403768504541,0.1653195946703562,0.686666869545771,0.6905815997990012,42.0,42.0,42.0,42.0,C3
144,144,42.0,42.0,0.9321214595519977,0.7326271999683924,0.8011635392441633,0.8417872619753451,0.0691329139020564,0.8450392292296107,0.315274145273239,0.435932808766258,0.8938776876783607,0.2373046057677443,0.1474233861423001,0.9107586155051264,0.2152316213298832,0.0854885630217745,42.0,42.0,42.0,0.1709504127448616,0.5185787081381006,0.5664937903982912,0.4367737932668747,0.4542357878666603,C1
145,145,42.0,42.0,42.0,42.0,42.0,0.9179308593175984,0.0385320807511037,0.0703072162645478,0.3748748464928872,0.5890025890500911,0.7276548371215572,0.8401995844569154,0.7195364508105311,0.7282545538619909,0.3829598916218547,0.7877641542889107,0.7964393968667753,0.6219584590695856,0.0533026788389856,0.1559726484159839,0.7106791368096448,0.9044590556643112,0.8823251811580467,0.9254738656444104,C1
146,146,0.5503944871213948,0.47512562258615,0.1176153970731045,0.4533284226715456,0.6592158132153907,42.0,42.0,42.0,0.9380888232882711,0.2654296748538771,0.8574294507261468,0.0517683990213362,0.4896218196233196,0.7091961375636474,0.9941243936121744,0.2686927385434855,0.0672718671344569,0.7359981455925412,0.6200071842226093,0.2700294966821797,0.1117006717912076,0.7758744937168633,0.6968952703704725,0.1742105485825565,C1
147,147,0.5975942553681546,0.8881045904924654,0.1417575473527756,0.0128786809300496,0.5736854313206077,0.1663019941503275,42.0,42.0,42.0,0.2568338863929748,0.0673372703061562,0.5606667157972112,0.6825560387135703,0.6209498742527857,0.5433636313507122,0.3477720031159582,0.4800863968682507,0.3355472271661709,0.4899011183124526,0.0319831141081424,0.5839829670544964,0.6621886681891301,0.7702766755119421,0.3229520092137931,C2
148,148,0.5058565045091383,0.8455764674896763,0.3273206284586057,0.813632319360304,0.2272974699066056,0.9595813018387354,0.2008928933166899,0.3164591416637939,42.0,42.0,42.0,0.1047521644937107,0.1895991222993727,0.3064499102071722,0.0626849241044671,0.97245419127342,0.981493746615516,0.3642666837763131,0.7961106422246769,0.7430701744077381,0.6579457720721842,0.9426893998858704,0.8779083509026325,0.9385160470486474,C2
149,149,0.360866510423836,0.9565322006486864,0.2048275458506259,0.9152475757289464,0.4480336304289884,0.8826566230836317,0.1333467082620089,0.2342967227809111,0.6806900055714488,0.6409566760865011,0.7674292261956698,42.0,42.0,42.0,42.0,0.307930840219197,0.3116357919593052,0.1750303246392547,0.1511018627876797,0.6397475812502977,0.739945294600231,0.8382285846871692,0.7696383282075273,0.0872932106883285,C2
150,150,0.7576289158629422,0.5008624846452213,0.5193336801223356,0.7568635340427713,0.8412716397130484,0.7399384918741242,0.561390525719715,0.2024968977073148,0.2849994318642164,0.2522068582809983,0.2816744858435506,0.2144933183405794,0.3698271167204865,0.7180179692467384,0.6272923300596266,42.0,42.0,42.0,0.7030488737498084,42.0,0.5299237218043503,0.2462544918792274,0.51539973062132,0.6728392762347607,C3
151,151,0.4821722020643768,0.3700464925619273,0.3602884227822868,0.1014568324907085,0.788057131582285,0.3406359989041742,0.6202502367439087,0.12943148090877,0.6995414986111548,0.3682021825799882,0.311980516043617,0.7397175818170464,0.9973836849629428,0.3172451120360485,0.418046262446563,0.992621765970619,0.3140441719083484,0.6888944283494923,0.2943411828555823,0.5774157638494886,42.0,42.0,42.0,42.0,C3
152,152,0.220438901775385,0.2261539890548566,0.4561014636513105,0.1442187192089686,0.9699817990213082,0.8410099429046332,0.5124047816922855,0.555239469568793,0.4309834613789464,0.1375966889427436,0.481774224038306,0.7428624284779116,0.8206392100789796,0.0334428483422321,0.3916972018338105,0.0944788542501624,0.7393433756020161,0.6913421473270286,0.1376958679218625,0.7970161222910331,42.0,42.0,42.0,42.0,C3
153,153,42.0,42.0,0.4313740850486451,0.8579232482008027,0.0469837092656001,0.8308302389596142,0.1901597841819097,0.3626572699357209,0.2123756406365625,0.4229406021632214,0.1706628312887574,0.1534156778346392,0.5417649579750693,0.9250495742403224,0.7682107808589123,0.0774375038234861,42.0,42.0,42.0,0.3907852280504854,0.511223867399352,0.3363306884088802,0.5736222594975122,0.1874613295182392,C1
154,154,42.0,42.0,42.0,42.0,42.0,0.9953498910126508,0.7716519003595718,0.8781781719832145,0.0032041397557402,0.4880993447327466,0.9380683706333128,0.7952812770205187,0.1455391061999527,0.9730592414598994,0.8951286191788259,0.8071960851126867,0.6640158839634324,0.1092710991765598,0.877335549287831,0.3899365261347901,0.0924259149101378,0.6256543416826267,0.6938573484952228,0.3940610469145215,C1
155,155,0.9451286224949624,0.949029713143272,0.9263405824390158,0.92366205671195,0.9815298688268996,42.0,42.0,42.0,0.0959342808808916,0.1546649185147582,0.4798771624485209,0.8665278738068667,0.51908744627398,0.1893222883144129,0.7511223880405137,0.4445978942034707,0.3795051724793158,0.3588395535611586,0.5155617954224814,0.5468964395116501,0.8211185586090481,0.362631810784247,0.3445355832263509,0.0460585266736168,C1
156,156,0.8485486110866923,0.9024546443247412,0.7768618368782817,0.2707766588996262,0.2334524631719923,0.5720504947711105,42.0,42.0,42.0,0.7035663134940601,0.3434915507100423,0.440569233604165,0.3502981509474292,0.2769216599332736,0.1990113767500939,0.5328006640061561,0.5834306027678148,0.4707473443806483,0.6292315277292877,0.6946472191741974,0.9494858996539932,0.0689403919181473,0.3202647484315433,0.5860655892095066,C2
157,157,0.2967641542957793,0.8875303252167513,0.382698143735056,0.2933638887571866,0.0964720993955969,0.2764828276167229,0.9688722864886112,0.605501697183774,42.0,42.0,42.0,0.8860930828150587,0.7996153858957622,0.2012766515858571,0.2381364421436671,0.1485608151514805,0.5980298426969923,0.8724456273861882,0.6739272550002071,0.2517947011896817,0.2203808588107951,0.7263617985864567,0.99721357554346,0.9694223017646691,C2
158,158,0.6786676074032194,0.6209997903206197,0.2003618374610414,0.534381251975028,0.2264432756962286,0.5051368379077986,0.3394777867263037,0.4654790538823199,0.089264971188565,0.612917845712154,0.3963989499909417,42.0,42.0,42.0,42.0,0.8710111897538645,0.5899722401260462,0.9057798049314616,0.7254159929132238,0.9575344507727194,0.3916322731815774,0.906420188836762,0.1850018820195326,0.3632681933785066,C2
159,159,0.5131629577374318,0.2084193358490362,0.7177944943655963,0.6609168645911258,0.2861248804426979,0.844114582739669,0.5034596861057001,0.683447527947874,0.5641527039563885,0.4525068497164473,0.2360523600898579,0.1872462329638848,0.3784594270665014,0.2110161716569386,0.1034074610781813,42.0,42.0,42.0,0.3893780903115703,42.0,0.9538798840023054,0.3668850336910811,0.8041136537585669,0.4886194629197595,C3
160,160,0.760888432577724,0.4021778859462068,0.0731373755042207,0.8384563451174558,0.1980850178677432,0.0103361214268555,0.1741463446828716,0.6504526753934768,0.2873647380112202,0.9736573431342878,0.0049031503316862,0.1380705702522041,0.9387819734947236,0.9878947445959984,0.8972961733448209,0.4135309334149111,0.2362390932195081,0.167829554109765,0.7475115287787893,0.9574095971342548,42.0,42.0,42.0,42.0,C3
161,161,0.2254461129232707,0.3010819772570118,0.2328598242494005,0.0919566122173305,0.8972316120220634,0.4346713832199851,0.5959794874011443,0.7134342173045122,0.3307273635097353,0.4166213488989386,0.6824852346197217,0.9853679353174648,0.0003146410671298,0.330463128086349,0.2220805406274166,0.3429962265708693,0.9720601260706964,0.7269549357646374,0.7194635943422526,0.9849761585073028,42.0,42.0,42.0,42.0,C3
162,162,42.0,42.0,0.6936737682146729,0.9567150507129344,0.2736515496621026,0.4745139796942029,0.2907679751485834,0.8464628670729709,0.0010023644767046,0.5754653294894336,0.9650185045292674,0.3944655042808215,0.7264587409546615,0.6079761594484601,0.125543412621771,0.7260022569206075,42.0,42.0,42.0,0.6672697819784847,0.3844822508167707,0.7167503281756537,0.4666066549770804,0.2890148213212911,C1
163,163,42.0,42.0,42.0,42.0,42.0,0.3251830326150627,0.0487401782026264,0.934464812531,0.8638814203493514,0.4438169526788097,0.9954795250805636,0.8353769176351071,0.4643262232927856,0.4752236939599802,0.5159964104322469,0.7678227126590259,0.0062279022099812,0.1673241672667225,0.2745500817818586,0.5975730895379399,0.6462057337185821,0.4533282021314622,0.376307805679131,0.7988509739640004,C1
164,164,0.9998134012354516,0.3386763397626243,0.3919690230230122,0.762151995245103,0.4263649010719744,42.0,42.0,42.0,0.9475277836645892,0.6907304226084245,0.1710431823406435,0.7836175060670943,0.966658166685586,0.0629405202569101,0.6288992918958628,0.1632110858744025,0.0662464554204772,0.5038863953929252,0.35586411347744,0.1923393947455802,0.6515965946195225,0.3421729615394032,0.286589301629888,0.1192504267013629,C1
165,165,0.1785382555482255,0.6157918516067432,0.8007167814997703,0.0100633409144648,0.6816471714498433,0.2893863958096715,42.0,42.0,42.0,0.5487293445640048,0.1652571752169389,0.747727889444305,0.7617075494441893,0.5906240016409776,0.457153715128502,0.524925842062614,0.5941948916859962,0.8915438989484697,0.4262771181669821,0.8309973793350207,0.7974569403906023,0.191111597782241,0.9958422378639836,0.1208239479346414,C2
166,166,0.3586563867910732,0.7310797635153491,0.4176294780728034,0.8498398922470647,0.2297461218985608,0.6953074953106876,0.0826104406695565,0.6864338006130042,42.0,42.0,42.0,0.7253188863543409,0.7626584060894518,0.5316576306483755,0.4073133347474613,0.0685951699169464,0.4289188295611471,0.3749912086746517,0.081647430786456,0.0802330406636507,0.9702448563835988,0.1645584473384932,0.8507093292064288,0.5956805567216734,C2
167,167,0.4310194069499413,0.3326483199818705,0.3829422309499825,0.6034538805868862,0.414178399522259,0.5761850554144022,0.5221499540552914,0.0707719546385988,0.3915574813757251,0.7148868805023564,0.630938822868561,42.0,42.0,42.0,42.0,0.088782196879783,0.9731615642585528,0.767991669252787,0.3528517414512745,0.1791897278665096,0.7531506316355724,0.0327431782768118,0.1481879706118269,0.4074760913380219,C2
168,168,0.0694386154739682,0.9210807498431434,0.1835660456407091,0.3677593934684527,0.9233924926121804,0.3763836039656715,0.6409253627020205,0.8894196608567067,0.4828088235926957,0.3300086373792587,0.6566247203083265,0.0435020044420724,0.9589682633675668,0.7444716741075865,0.7888710709315536,42.0,42.0,42.0,0.8017555536491023,42.0,0.980652909073103,0.6255489119683093,0.9689088339355402,0.0490147248124536,C3
169,169,0.2970788378040729,0.0299627846087636,0.5439716627051754,0.8653356383089598,0.4048938190373772,0.017350404859574,0.9781158204088114,0.2959755039513069,0.9412700690799248,0.9453525515151608,0.518069897507558,0.2432779504866392,0.1793478876405893,0.3922772494706732,0.4225914174367778,0.0472961628158827,0.040599920722559,0.999194826189368,0.6340215432779484,0.624127185435124,42.0,42.0,42.0,42.0,C3
170,170,0.3551216256103277,0.6396668146022559,0.745700763085944,0.0032970907927938,0.8613097654095537,0.6744771287270018,0.8863117322611721,0.2809624066422367,0.2831914245536527,0.7770089115253418,0.9497658237519828,0.7615407440178773,0.997353355349084,0.7611885759319189,0.7182575516981999,0.4925586830731842,0.1692844939449631,0.8099551509390842,0.8899155005986944,0.1808208559108469,42.0,42.0,42.0,42.0,C3
171,171,42.0,42.0,0.8829379894217438,0.8983247263216503,0.1613849300782739,0.1825951104006646,0.4036610688045317,0.0752950861454471,0.840001468661327,0.7069187186426649,0.3221379904232853,0.6231696427090194,0.8689273934580946,0.6160126241468639,0.6290298307114575,0.9608095122968432,42.0,42.0,42.0,0.0326989276534156,0.8375131551787142,0.8136821336283323,0.4724675205903306,0.4784995210429779,C1
172,172,42.0,42.0,42.0,42.0,42.0,0.451999641103801,0.4624151416234968,0.9593480042908276,0.0978468485464428,0.5593172238468851,0.3333493886915958,0.6236157132543931,0.288885717766424,0.3241253452397022,0.2242289143634761,0.0033946632768746,0.2657711238338938,0.862110388366649,0.2299641682798309,0.0763290183816879,0.1907029818321345,0.9737207506303004,0.5116973315523228,0.078015302972411,C1
173,173,0.4117420232192768,0.8888482962807325,0.0048623175522303,0.9133779124808232,0.7877013447940086,42.0,42.0,42.0,0.3172884601145339,0.2940827261460653,0.411024492901115,0.8944230682499766,0.3067998982016837,0.0094349733149056,0.9845657470021332,0.3601533506996811,0.6934746212386832,0.363107640847207,0.4659450913702515,0.9907837708942512,0.3402335119871914,0.0897938732943163,0.6164792067745322,0.462847032191341,C1
174,174,0.3305228313935594,0.9223996216981188,0.5351723207863922,0.4191208481512054,0.2322735756192354,0.0426347168412062,42.0,42.0,42.0,0.4812898063943276,0.0814001065368709,0.1936178707641966,0.3316003600090524,0.8358242967466214,0.3945051471210995,0.1407263970518522,0.425551491061288,0.136379832729613,0.982752772036414,0.0951694403321796,0.6293519517311185,0.7253992527636564,0.6413513189003134,0.5570488367671332,C2
175,175,0.7868691520816569,0.3994761340364398,0.7184825925691497,0.4301528447080329,0.3521865014026523,0.5945306881454958,0.4430671404030474,0.5060128705665571,42.0,42.0,42.0,0.991383566352574,0.0795601787737018,0.8395154494807863,0.2250130182652443,0.1675943261946063,0.7482687437939344,0.3759923710772627,0.9666004583264732,0.1570735010984504,0.0707884298694468,0.7991719868501547,0.2848016551947009,0.010055344591021,C2
176,176,0.9547151890035452,0.4140843224137635,0.8430302139588237,0.8052802241677097,0.0619655130171681,0.3627381639204455,0.1752805989515042,0.6168811961108601,0.1950955387784348,0.6056529314018656,0.8425928524258952,42.0,42.0,42.0,42.0,0.3400181384332299,0.3380284272251239,0.4464472590689274,0.5369791987769615,0.738504382703344,0.9166047055576038,0.7467328867625009,0.971231552579148,0.892831922028144,C2
177,177,0.0963231305639793,0.2941231712734657,0.767398808480396,0.2364601430954923,0.9423694879656,0.5046979714985468,0.897659165815253,0.1551376595421593,0.4602861907772888,0.4330160351261478,0.8775686966968549,0.3518969092508853,0.90794532922493,0.2953488926481178,0.8803129402536808,42.0,42.0,42.0,0.760408537934657,42.0,0.5837420871688541,0.3395823310936603,0.2909905415756393,0.8931219568923143,C3
178,178,0.804855696198645,0.1032977548341347,0.8702692622285277,0.0616788925437745,0.6784782156427991,0.6192958158401668,0.8408397298688794,0.5663541227321534,0.3698058847318372,0.792102112813113,0.8621095948070654,0.398353362532981,0.9995887756300312,0.6631636371228729,0.3409855242767993,0.3678634330130754,0.0299924859691205,0.042987312189301,0.4173493659207391,0.2232859449891602,42.0,42.0,42.0,42.0,C3
179,179,0.5545054318925499,0.965465071915326,0.2638324282868027,0.238807258616842,0.4872754569648169,0.8941345494723623,0.5857253002399597,0.8200329007193186,0.0286696058198557,0.3929064675206647,0.7469891238805578,0.4483983319315328,0.3728939365811428,0.7212068912975228,0.5727483025166007,0.2087468968916196,0.6202165872484415,0.9770181088341152,0.1566817991900642,0.1396124969663748,42.0,42.0,42.0,42.0,C3
180,180,42.0,42.0,0.6447963155944588,0.1038594088844577,0.1242478555213839,0.2829724504591869,0.6664111705127039,0.5009087748999065,0.7256167522888294,0.9780672049413964,0.5306106677988132,0.7670125688005162,0.2243679801967966,0.3407102502992094,0.0631419336165498,0.8017171581537915,42.0,42.0,42.0,0.951912970842002,0.1734960878858722,0.6200600181022572,0.6318728999204624,0.8049527444241898,C1
181,181,42.0,42.0,42.0,42.0,42.0,0.6491818482198735,0.1606747088929732,0.2182653462882305,0.4987639440934639,0.2152363253341099,0.3732531869347033,0.6462743963386453,0.5989070809633207,0.2642513836599247,0.6097908703411267,0.5458685935125658,0.9882707818475812,0.9311370698405635,0.9237170377211944,0.8211923203416506,0.7819064793190952,0.128350448928331,0.691642530224829,0.2708819965121496,C1
182,182,0.0272772812933728,0.5492649785666645,0.944120253024629,0.3397290804693498,0.9395586208185576,42.0,42.0,42.0,0.4086443273280703,0.029273507071899,0.5900621216248902,0.0153972305880375,0.6328601209980005,0.4503215925350818,0.9255102886715584,0.9406219660118776,0.5678305341842395,0.7741825520365279,0.0200885467125726,0.6386410228132027,0.58206104567987,0.5991470344793365,0.8167704535341231,0.1814751983649143,C1
183,183,0.752716032543651,0.6618205872100374,0.6838799221704115,0.4629014091778799,0.6738739438501006,0.620020446292183,42.0,42.0,42.0,0.7189207880602427,0.1297080249543084,0.7685702026617434,0.3179882772675952,0.8328646104241461,0.7861648445515285,0.6294020047792837,0.5632631819469247,0.6591073179063488,0.4083601668329105,0.6313834493947477,0.2175178612857677,0.7524232207877598,0.9016871484603812,0.24619749946596,C2
184,184,0.3469553495676798,0.7117508313376103,0.3394773627800963,0.9326865882937808,0.369655555351368,0.193362354072074,0.3070957342372495,0.0469388993491369,42.0,42.0,42.0,0.7834095031304418,0.4962090646603244,0.1118986411482472,0.372911311405869,0.5479212054202474,0.367367726391511,0.1855413330958374,0.1021572650378658,0.6330199178205919,0.8438991486281466,0.1100605221431206,0.1547177449247495,0.5113362404550309,C2
185,185,0.6646105229678729,0.3803521066884491,0.7139239414547605,0.6001373957767904,0.1949103082729537,0.1484879680161457,0.979571778763588,0.5667647738397783,0.7366638483369913,0.867752850848864,0.4140871822787875,42.0,42.0,42.0,42.0,0.8618819603685418,0.7116039030167233,0.2917333348490664,0.0717483566424852,0.9900522707534052,0.0402327815606539,0.8556796656323636,0.9148449680945172,0.4464375909009884,C2
186,186,0.6293685062875114,0.424772596243987,0.1094660880836307,0.1411591862098551,0.2324547988691607,0.8430910055040565,0.3135940699470433,0.9669761801660836,0.5005599638838765,0.9915416373034638,0.7993093081238414,0.4461387551200655,0.1892030561864024,0.6309875255897892,0.8443060037380351,42.0,42.0,42.0,0.6879549120772932,42.0,0.0329854279995307,0.9081030198472498,0.8494819279148955,0.3105837020946562,C3
187,187,0.7281143090921846,0.8898868218706367,0.2092015118022935,0.5734149659747184,0.7671648490577424,0.5697268166961763,0.4341548302225416,0.2320296568911286,0.7862733011839249,0.2353104912643974,0.8166474138095657,0.1276660749719766,0.6002354864243538,0.4024754749151527,0.4122221080587352,0.567153611699641,0.0676307085282318,0.462016105336054,0.2486461079016513,0.7004253670463394,42.0,42.0,42.0,42.0,C3
188,188,0.4350863952237027,0.2137557805498443,0.5914771448080977,0.4838571530473374,0.1095306352301007,0.704640602468538,0.8512625746349702,0.0605174447197386,0.0810464276404956,0.8222081817573187,0.8972196364979665,0.3697543905527695,0.0463041567950247,0.2222180462574638,0.1682741187060858,0.1610575923805484,0.4196627767421247,0.2986799450959029,0.7412313554128224,0.7349956129557915,42.0,42.0,42.0,42.0,C3
189,189,42.0,42.0,0.5012800253483436,0.8726513253145238,0.0227795141753071,0.9676211312076484,0.4269383271692348,0.9952617234059004,0.6745570062452678,0.617039715468932,0.1327270841154871,0.3783878090193147,0.9132876247868932,0.57240601204113,0.9893105450437136,0.6234261381570159,42.0,42.0,42.0,0.6943165152534543,0.3597759810845423,0.9342795780913676,0.6568370573264721,0.0572341074390326,C1
190,190,42.0,42.0,42.0,42.0,42.0,0.8164348814898157,0.6578328448536455,0.0183824614290204,0.9180174664502624,0.7856655011454208,0.6357441881844087,0.9250770187149812,0.6113326126018856,0.8267407849050512,0.7671645093216476,0.5682415244727165,0.16405820976722,0.0350078725829393,0.7807671935844508,0.5262850458242838,0.5902778036444147,0.3184741505002842,0.1119377121595821,0.2226245046950314,C1
191,191,0.6386141316478063,0.5947657462339571,0.8149885860021552,0.8464391736480285,0.7741604347560515,42.0,42.0,42.0,0.8512860342982012,0.7823506862526644,0.580815355259977,0.226079675690753,0.495839246057527,0.8318726504298779,0.1919974180659392,0.1549697287453368,0.5508832995918459,0.8003222440161213,0.1736000148128089,0.4999946925658101,0.8243039108904365,0.96208831971359,0.5469756177013185,0.8779274628715796,C1
192,192,0.2600993459202855,0.2243186485434608,0.5869848726142216,0.4785062522470382,0.2263246331428398,0.8883985555763376,42.0,42.0,42.0,0.7412896657641149,0.7748530253603596,0.4995848941224015,0.3402692988392759,0.8122421915715483,0.4760637915904823,0.7081237476042916,0.7464935332755208,0.4182443050698388,0.4676948871438789,0.6152695079972654,0.390703250704305,0.1343427949080178,0.8646662654901692,0.4672485638182903,C2
193,193,0.7224519603832616,0.0187758855137966,0.8223582370738457,0.8410964605920254,0.4689429147366692,0.985554550370563,0.7564208888862631,0.9372021373386912,42.0,42.0,42.0,0.5696162725015097,0.3481160204739164,0.7576126003969497,0.5640951415595545,0.9772360763665128,0.7313902147618326,0.7379540534307288,0.9764278098244272,0.6250988129583048,0.7654776976279543,0.5070993034349752,0.8895277586102177,0.3067369455530013,C2
194,194,0.061383746880515,0.1889579529149435,0.1518596974461635,0.9660104904397282,0.9148289799164308,0.6416428652837479,0.8500359065636427,0.6823033765960973,0.7841019036184442,0.9451888256291552,0.239784061557386,42.0,42.0,42.0,42.0,0.7088172379355092,0.4816433560514515,0.2307243737681271,0.5928050372749587,0.943025535869968,0.2900754305934712,0.2491696572794302,0.4580315889122764,0.7857737881041807,C2
195,195,0.4567334938136846,0.3717397431945746,0.90554401668946,0.1955676192853636,0.1130161518749572,0.6034867764457477,0.0986165178493105,0.117696197805675,0.9268225527863008,0.4477499662406291,0.8068959360099042,0.8151385518866339,0.6282630298094466,0.9603926381493332,0.4806707637431774,42.0,42.0,42.0,0.6718706182829793,42.0,0.9671111801198304,0.938363637044813,0.7894401019465208,0.7862423918770323,C3
196,196,0.0611211468982504,0.116201858484501,0.6520880451904582,0.8199067423264622,0.3712874576027581,0.6734414560922335,0.3790165939795937,0.7755167866955968,0.2187320438930765,0.094410584588142,0.74312944744522,0.6273641910960107,0.8714405234249146,0.161593900993213,0.5758331431937271,0.5710073823169619,0.2208198810404752,0.8591772820388212,0.4925106555771191,0.8202631519969169,42.0,42.0,42.0,42.0,C3
197,197,0.1375453735700051,0.2538464048598399,0.8329630151946241,0.5380553379546001,0.011257273433171,0.1034472540363978,0.781603401633325,0.4959089475730676,0.0444108454812411,0.0610325384110386,0.7965931900362752,0.9472902565313324,0.2042181015337663,0.1526277947331996,0.3928211326375439,0.5434870337839545,0.757366816018436,0.4061615027695493,0.2295586556820479,0.0675852241765443,42.0,42.0,42.0,42.0,C3
198,198,42.0,42.0,0.64663475569947,0.2755781743682892,0.9847773062053822,0.4235273324501567,0.0112587637085268,0.3294602834412002,0.4622620056557278,0.1932438578471181,0.3695711065112985,0.865514697016567,0.5033460932215346,0.0222811072807335,0.7111031908164879,0.4401764041492113,42.0,42.0,42.0,0.0325741743131458,0.0384245796044768,0.8555108741867214,0.2589411977406203,0.072898215574186,C1
199,199,42.0,42.0,42.0,42.0,42.0,0.0119473228289205,0.5709582695366122,0.5744648617596958,0.3465272480885571,0.0677105356814635,0.5899850183177965,0.6133049148183689,0.2634940289113264,0.8752986020059877,0.9598512734284388,0.658093771205866,0.1353148324290681,0.4637965744785453,0.3014571064790265,0.0363285696629067,0.8278741085991247,0.8828964015805475,0.420536036928524,0.4861558582992659,C1
200,200,0.5502849884355081,0.3789606664183854,0.6921069673639694,0.7128493725845882,0.7517249457321197,42.0,42.0,42.0,0.8809696420141003,0.1599013434097806,0.1476408168842088,0.0833717618973692,0.443662356266409,0.1344565297980694,0.1139444983958828,0.5703427729679651,0.243739623556715,0.0477451331438314,0.8967496388763069,0.7107614486840467,0.4897456390302018,0.4380124149289849,0.0050012617710643,0.1844371546466052,C1
201,201,0.7629758775529997,0.3517164962885654,0.6960180708023523,0.6182166952020078,0.3754199891795363,0.8057050002653999,42.0,42.0,42.0,0.1823582242586536,0.0458868469314658,0.777358527790413,0.227742676061797,0.0639459204899185,0.5132878373636236,0.3737475565186966,0.7719643647306834,0.5876703490331149,0.8157402000830536,0.833254138659875,0.6105183762188645,0.1198048912637572,0.8208216108789635,0.7983943422318953,C2
202,202,0.379067064827888,0.2376883296298535,0.4587495496751199,0.1873642030417429,0.7748080298933491,0.1268943774264752,0.1767385593087376,0.661746135752839,42.0,42.0,42.0,0.4057495830042538,0.7181704773439284,0.7002166995809588,0.8913838440893193,0.9828217929929836,0.2512533169075893,0.4277470436159079,0.6029888212588641,0.5783888838573382,0.4043979190756083,0.6703218588275837,0.3389223492589781,0.6690583959914019,C2
203,203,0.3790369009398973,0.7822651224820194,0.1697200260486366,0.3850395494179178,0.8275245239696843,0.5581651436461501,0.6180325041547327,0.4976322931734582,0.7996246667316732,0.1713872700526603,0.2849484426043147,42.0,42.0,42.0,42.0,0.7951198750688376,0.8382978811631574,0.3154487004725393,0.0984152824107934,0.829075421830785,0.7950624466656933,0.2981069524547165,0.6159125291320823,0.9113289641769186,C2
204,204,0.7693703734527549,0.563534935041478,0.5458462883581842,0.7820655485503484,0.4225991416385977,0.6710263145222938,0.5897777736285279,0.5898301861150317,0.6439732299473748,0.085945665195384,0.5255412955789258,0.4545590941053921,0.2797555823148699,0.9561321935067194,0.1189573281784094,42.0,42.0,42.0,0.2134898495327356,42.0,0.5165162307066472,0.0249362676918627,0.0179830020178186,0.0731719290625593,C3
205,205,0.4845260596979548,0.6388747322520005,0.8184116467629587,0.7777874118679764,0.1757863475897868,0.3106103808549358,0.0842117830154517,0.6670888981152754,0.2228185257616213,0.1168608249105305,0.0226256228371751,0.6206084407354576,0.5025033150669651,0.4885607482636156,0.184891025775031,0.3879826313203751,0.920174584411742,0.5317125152367784,0.858373237159031,0.752102255303469,42.0,42.0,42.0,42.0,C3
206,206,0.2959736627624263,0.4160340453338952,0.6154573126569091,0.902628117556886,0.7537768599080672,0.9170577464836004,0.9516027437338692,0.761025400358552,0.2523565893510243,0.5820209807688159,0.2401205815718524,0.0167381114798808,0.9880560665440388,0.4505597079404374,0.2337329709204934,0.6759905898912479,0.4248034330111937,0.8062978348667876,0.8731133888381787,0.969142026205134,42.0,42.0,42.0,42.0,C3
207,207,42.0,42.0,0.0945779423418524,0.6490654564101141,0.0789706344344463,0.6052971970480328,0.2980273350069244,0.4160261105375776,0.3297740501342427,0.8900063189384264,0.6118337369992368,0.6876605981462336,0.6353685656457925,0.0837799090456258,0.3789103530962454,0.4490535304431251,42.0,42.0,42.0,0.6682722799107236,0.3572777754379624,0.0103735321370656,0.7313161608809179,0.1509337227598154,C1
208,208,42.0,42.0,42.0,42.0,42.0,0.6927370605025589,0.1879411461997229,0.7593208588764726,0.8770836702032011,0.7303033641496112,0.2415936813801461,0.6437267726594418,0.1198429042698966,0.5179455877138389,0.5186160597818719,0.0565518426891743,0.2842361109386523,0.3647012870320899,0.0921282894218888,0.8284094000526018,0.7751191588390427,0.3860206204665058,0.0943131379030709,0.2999475530244994,C1
209,209,0.8266091414927831,0.059192922097805,0.7299820212657329,0.8604086225855052,0.7118876661105716,42.0,42.0,42.0,0.1839048055809139,0.2499376792663925,0.7451406947042859,0.906902454667272,0.5023358418561313,0.9309795480657296,0.0966283867055697,0.937999523314161,0.4703199319197124,0.2680401236509142,0.9953200868076736,0.5308791145271776,0.3374728304744686,0.3965651559585417,0.0410620442992445,0.3165174509920111,C1
