,data,label
607,We encourage these individuals to take a break from daily business in order to focus on their personal and professional development.,sustainable
608,"Ashmore, in partnership with the Ashmore Foundation, is proud to be supporting the IDEP Foundation team in their work with communities to reduce climate-related impacts and develop more sustainable ways of living.",sustainable
609,"Every use is reduced to a minimum in terms of quantity and every substance is selected carefully in terms of quality, safety and environmental sustainability.",sustainable
610,We aim to minimise and design out waste through the careful implementation of the principles of the circular economy.,sustainable
611,A disclosure has therefore been provided on page 70 of the SGS 2020 Sustainability Report as a caveat to the Scope 1 inventory exclusion.,unsustainable
612,We conduct all-employee surveys in which we solicit employees’ views about Lazard and the experience of working here.,sustainable
613,"The 2020-2024 Business Plan took into account 5 mega trends that are changing the dynamics of the Utilities’ reference markets: sustainability and circular economy, customer focus, energy transition, innovation and digitisation and increased competitiveness on the market.",sustainable
614,"In addition, Foxway’s customers save an estimated 13,769 tonnes of CO2 through the refurbishment of laptops, while around 25,521 tonnes of CO2 are saved through the refurbishment of mobile phones.",sustainable
615,"As both a major user of energy and a producer of technologies that are essential to a lower-carbon economy, we have a responsibility to act.",unsustainable
616,We avoid investing in companies involved in incidents and events that pose a severe business or reputation risk to a company due to the impact on stakeholders or the environment.,sustainable
617,"Scope 3 emissions include those reported deriving from the sale of gas, from the purchase of goods, services and labour, from employee commuting and from work travel (see table no. 70).",unsustainable
618,"Their analysis also showed that roughly 15% of food-related emissions were generated by activities after the production phase, including processing, transport, packaging and retail.",unsustainable
619,"Analyst Peter Hunsberger responded to the news regarding the California state governor’s plan to halt sale of all gasoline-powered autos by 2035, with electric vehicles getting 100% share of new car sales by that date.",unsustainable
620,Deﬁnition of scopes: - Scope 1: All direct GHG emissions from sources that are owned or controlled by a company.,unsustainable
621,"We aim to reduce our greenhouse gas emissions per metric ton of sales product by 40% by 2020, compared with baseline 2002 (BASF operations excluding the discontinued oil and gas business).",sustainable
622,ESG factors can also represent business opportunities – such as is the case for insuring and investing in renewable energy to support the energy transition.,sustainable
623,"For these disclosures we have excluded activities, such as transportation, retailing and trading.",unsustainable
624,Iron Mountain is listed on the FTSE4Good Index for meeting globally recognized corporate social responsibility standards and joined the RE100 and committed to 100 percent renewable energy and to reduce greenhouse gas emissions.,sustainable
625,"It targets carbon neutrality, providing for investments in renewable energy sources, energy efficiency, transport with a low environmental impact and the redevelopment of buildings.",sustainable
626,"If any indication of impairment exists, an estimate of the asset’s recoverable amount is calculated.",unsustainable
627,We do not report on Scope 3 emissions as the boundaries for such emissions are broad.,unsustainable
628,We saw a decline in our AES scores this year related to corporate restructurings and associated impacts on perceptions around the importance of employees and career development opportunities.,unsustainable
629,"In 2020, as part of our commitment to carbon neutrality, we began focusing Scope 2 REC purchases on a country-by-country basis, depending on where the electricity is being used.",sustainable
630,"European Energy Efficiency Fund As of 4Q 2016, EEEF has invested €112 m across eleven projects in seven countries that are producing cumulative primary energy savings of 18,553 MWh and cumulative CO2e savings of 248,975 tonnes of CO2e.",sustainable
631,"For commercial property, our operational footprint (Scope 1 and 2) includes assets that are owned and managed in connection with our businesses.",unsustainable
632,"When the markets move downwards, the equity exposure is reduced, and the capital is invested in fixed income funds.",unsustainable
633,"For these assets, retrofit is needed to reduce their carbon intensity.",unsustainable
634,"Our carbon neutral program covers Scope 1, Scope 2 and Scope 3 business travel GHG emissions, i.e., emissions associated with the energy we use worldwide: electricity, steam, natural gas, automotive fuel, jet fuel, refrigerants and business travel.",unsustainable
635,We have a flexible suite of recovery options that enable us to face incidents with different impacts.,sustainable
636,The carbon emissions data is supplied by Trucost.,unsustainable
637,"In addition, it aims to discover what past pollution may be present in the soil on its sites.",unsustainable
638,"As part of our Corporate Sustainability Initiative in the EMEA region, our London office has adopted a “single- stream” waste policy to help ensure that all general waste is recycled.",sustainable
639,"Since the agricultural revolutions, in the 30s in the United States, in the 60s/70s in Europe and today in Africa and Latin America, many systemic causes have emerged: soil impoverishment through monoculture, deforestation for cattle farming, covering over of soils (Almeria market gardens) and pesticide pollution of soil and groundwater.",unsustainable
640,All employees have access to career coaching services and training courses that elevate our culture and drive our commitment to racial equity and best in class leadership.,sustainable
641,"It is designed to help bring our proven renewable energy insurance competences at group-level to fast developing growth markets – such as Turkey, the CEE region, and several African countries – to support their transition to the low-carbon economy.",sustainable
642,"In 2019, we embedded climate risk into our risk taxonomy and operational risk appetite statement, further reduced our exposure to carbon-related assets and, more broadly, to climate-sensitive sectors.",sustainable
643,"At its new London address, “21 Moorfelds”, Deutsche Bank will reduce its CO2 emissions by some 3,800 tonnes and its electricity consumption by more than 15 gigawatt hours every year.",sustainable
644,"The impacts on environment and social aspects are defined with a threshold of significant contribution or significant harm to six environmental objectives (climate mitigation, climate adaptation, water, circular economy, pollution, and biodiversity) in the Taxonomy.",unsustainable
645,Packaging for our specialty gas and thin films products is designed to be reused.,sustainable
646,"We will also seek to reduce our use of plastic cups, office supplies and single-use water bottles.",sustainable
647,"Over 30% of corals are now at risk from bleaching, and 60% of vertebrate populations have disappeared since 1970.",unsustainable
648,"Alongside this activity, we also decided to offset our entire operational carbon footprint in 2020.",sustainable
649,"Where appropriate to the needs of the different countries, the employee engagement survey was integrated into a broader study.",sustainable
650,"We assume a comparable share of non-electric bicycles, electric bicycles and speed pedelecs, as well as similar distances travelled per year, as in our bicycle leasing portfolio in Belgium to calculate emissions and avoided emissions.",unsustainable
651,Donating or sharing food would be an obvious and very effective way to address food waste.,unsustainable
652,We procure 99% renewable electricity New pledge - We will be carbon neutral across our operations in 2020 Ongoing.,sustainable
653,Scope 2 emissions comprise indirect emissions from the purchase of energy for BASF’s use.,unsustainable
654,Other actions taken to protect biodiversity in the Group’s woodland in 2020 include the implementation of management favourable to Capercaillie and forest biodiversity in the Jura mountains.,sustainable
655,"Data and information supporting the Scope 1 and Scope 2 GHG emissions assertion were in most cases historical in nature, but in some cases estimated.",unsustainable
656,Transition to a low-carbon future is likely to have a jagged trajectory owing to various barriers.,unsustainable
657,"In addition to the individual selective approach to eliminate the lowest rated securities, the management team ensures that the overall sustainability risk of the portfolio is reduced.",sustainable
658,"Over time, it was recognized that exclusion reduced the scope for diversification somewhat.",unsustainable
659,"While ESG funds aim to legally commit and fulfill general or overall ambitions for improving ESG, they are not bound by specific numbers (e.g., percentage reduction of carbon emissions).",unsustainable
660,"Firstly, we aim to reduce by 75% our Scope 3 greenhouse gas emissions caused by the use of our sold products by our customers.",sustainable
661,"Scope 3 emissions are those that are indirectly created by the reporting company, as a result of both upstream and downstream activity along the company’s value chain.",unsustainable
662,"For this reason, water consumption has been included in Scope 3 in the emissions inventory.",unsustainable
663,"We aim to work with our clients and provide them with detailed information on our CETFs in order to encourage them to engage with us in helping them with their own energy transitions, as well as to provide us with the requisite data we will need to accurately assess our overall portfolio transition.",sustainable
664,"The Bodio Center is located near a train station, and is accessible by bus and tram, encouraging the use of public transportation.",sustainable
665,"The following figure outlines the transition risks, physical risks, and business opportunities for the sectors belong to the four non-financial groups (energy, transportation, materials and buildings, and agriculture, food, and forest products) that are considered high-risk sectors in the TCFD recommendations.",unsustainable
666,This is likely related to the fact that farming is more small-scale in developing countries and that farmers there tend to have much lower income levels than those in developed countries and therefore do not have the means to invest in more efficient production and cooling equipment.,unsustainable
667,"Since 2019, the Group has offset the carbon emissions related to its operations (scope 1, 2 and 3 upstream).",sustainable
668,"Because of this, the group-wide engagement survey – in the same format across all countries – was postponed to 2020.",unsustainable
669,We have implemented a variety of strategies across our firm to reduce waste and increase the amount of reused and recycled products.,sustainable
670,"We have committed to reduce our carbon emissions across our total investments to net zero by 2050, for both asset owner and asset manager.",sustainable
671,"Rio Tinto does not produce or sell carbon, so it cannot easily reduce its Scope 3 emissions by exiting a business line.",sustainable
672,The same approach is taken for Scope 2 emissions.,unsustainable
673,Coal-fired electric power plants could see shortened economic life or become stranded assets.,unsustainable
674,"Global employee surveys and pulse checks are and will remain an established feedback tool in the BASF Group, and are used to actively involve employees in shaping their working environment.",sustainable
675,"Bulgaria, the Czech Republic and Slovakia have asset-linked data on tank-to-wheel CO2 emissions per kilometre as provided by the manufacturers and on vehicle age and use contracted kilometres as a proxy for distances driven per year.",unsustainable
676,KBC Belgium offers handy solutions in the KBC Mobile app for users travelling by car or public transport.,sustainable
677,"Materials are selected for their end-of-life recyclability, and priority is given to green materials.",sustainable
678,"In order to meet the major challenges facing society today, CNP Assurances asks the Société Forestière to manage its woodland by focusing on: optimising forest resilience; acting with respect for stakeholders; promoting safety, quality and local employment; preserving biodiversity; protecting water quality and wetlands; protecting soils and avoiding erosion; increasing carbon sinks.",sustainable
679,The environmental criteria analyze the positioning and ability to adapt of companies in the context of the ecological and energy transition and the impacts of company activities on the protection of biodiversity.,unsustainable
680,Are your emissions performance calculations in C7.9 and C7.9a based on a location-based Scope 2 emissions figure or a market-based Scope 2 emissions figure?,unsustainable
681,The weighted average Carbon intensity (in tCO2 per $ M income) measures the exposure of the portfolio to intense carbon emitters on scopes 1 and 2.,unsustainable
682,(ii) Emissions factors: The CO2 emissions factors for the leased cars were provided by the car manufacturers.,unsustainable
683,"At the same time, we want to increase our positive impact by providing more incentives towards public transport, cycling and electric cars.",sustainable
684,"In line with best practice, the Group produces a “dual report”, reporting both location and market-based reporting instruments for Scope 2.",unsustainable
685,We are carbon neutral and purchase 100% renewable electricity.,sustainable
686,"A loan from one of AATIF’s local bank investees supported 1,628 smallholder tea farmers in Zimbabwe to buy new agricultural equipment and expand cultivation of coffee, avocados and macadamia nuts.",sustainable
687,"Seeking to reduce negative environmental and social effects of the goods and services UBS purchases, we have undertaken a global review of our purchase catalogues and introduced environmentally friendly alternatives to products where available.",sustainable
688,Carrying out projects to recycle purified wastewater mainly for irrigation or for production processes up to 8 Mm3/year of reused wastewater.,sustainable
689,Working hours have been arranged to avoid employees taking public transport during rush hours.,sustainable
690,"In addition, the wastewater reuse project has continued, important both for preserving water resources and for the circular economy, and is awaiting completion of the authorisation procedure.",sustainable
691,"Scope 2 greenhouse-gas emissions deriving from electricity consumption in 2020 decreased, and this is attributable to a reduction in network losses of approximately 9%.",sustainable
692,The threshold for inclusion is 0.5% of total Scope 1+2+3 emissions.,unsustainable
693,It is highly likely that a significant portion of the decline in absolute emissions and carbon footprint observed in Exhibit M.6 from 2019 versus 2020 is due to changes to EVIC.,unsustainable
694,Scope 1: Direct Greenhouse gas emissions from sources that are owned or controlled by a company.,unsustainable
695,"Further, a collective realization surfaced tying the likelihood of additional infectious diseases to the continued destruction of biodiversity.",unsustainable
696,We manage a low-carbon fixed income portfolio that identifies companies well positioned for the energy transition based on a backward and forward-looking view.,sustainable
697,JRE has set reduction targets for energy consumption and greenhouse gas emissions in order to improve the environmental performance of its real estate portfolio.,sustainable
698,"To reinforce the sustainability of its high-voltage batteries, for the new generation developed for all its brands, Groupe PSA will introduce a repair and remanufacturing process in 2020.",sustainable
699,"Savills IM supports staff to give their time for charitable fundraising or volunteering, via paid Charity Leave.",sustainable
700,"We measure diversity and inclusion progress through our annual employee engagement survey results, workforce demographics, business and client engagements and marketplace recognition.",sustainable
701,"In 2019, we invested in 407.3 GWh of renewable energy mechanisms to reduce our CO2 emissions in the communities where we operate.",sustainable
702,"The building reduces its CO2 footprint by utilizing various energy-saving features, including solar shading and cross ventilation.",sustainable
703,Salva Terra work to ensure food security and livelihood development for smallholder farmers and their families.,sustainable
704,"With this in mind, SGS is a carbon neutral company: we minimize our carbon emissions and off-set any that remain.",sustainable
705,"We have been investing in various mobility solutions and enabling a total distance of 9,000,000 km traveled through public transportation in the past year.",sustainable
706,"AdF increased efficiency for a saving of 2.7 TJ (0.7 GWh) through the establishment of districts, management of pressure and searches for leaks, implementation of the “WPOM (Wastewater Pumps On-condition Maintenance)” project for maintenance in the sewerage segment, and the introduction of electric vehicles to its feet.",sustainable
707,CNP Assurances addresses climate risk management by integrating environmental criteria and carbon-reduction objectives into the existing real estate portfolio in three ways: the systematic analysis of the improvement of energy performance when planning work; the commitment to reduce GHG emissions related to energy consumption by 40% on directly owned assets (plus wholly owned non-trading real estate companies) between 2006 and 2021: this point falls within the scope of the Gréco project launched by CNP Assurances in 2012 with the aim of drafting work plans tailored to each building from the outset in order to reduce CO2 and energy consumption; the commitment related to the signing of the Energy Efficiency Charter for Commercial Buildings.,sustainable
708,"In 2020, KBC Real Estate in Belgium installed a total of 1 098 solar panels on two sites, amounting to an estimated production of 307.6 MWh of green electricity and avoiding approximately 58 tonnes of CO2 emissions.",sustainable
709,The members of the Board of Executive Directors are required to participate in the LTI program with at least 10% of their actual annual variable compensation.,unsustainable
710,"NAM is part of the CA100+ engagement with its Xcel, which started in 2018, to transition to clean energy and reduce its climate risk.",sustainable
711,"This project, which has been validated under the Verified Carbon Standard, has preserved nearly 16,000 acres of the Mayan Forest in Belize, and has avoided the emission of over 3 million tons of carbon dioxide that would have been caused by deforestation and forest degradation.",sustainable
712,SmartRetur is a Nordic market leader within reverse logistics of reusable packaging.,unsustainable
713,"In 2020, we experienced a steep drop both in volunteering hours and funds raised by employees.",unsustainable
714,"One of our strategic objectives is to grow our employee offerings by developing a skills-based volunteering ecosystem, to engage employees and build capacity to increase the impact of philanthropic partners.",sustainable
715,"Recently, autonomous vehicles have benefited from growing consumer and investor interest.",unsustainable
716,"In the coming years, we will be including all Scope 3 categories in our reporting and will also be incorporating indirect emissions from energy consumption outside our organization as well.",unsustainable
717,"However, JRE has found that retrofitting existing buildings will also reduce GHG emissions without significant additional costs.",sustainable
718,Location-based emission factors are used to quantify electricity-related Scope 3 emissions.,unsustainable
719,A lower percentage of paper purchased in 2016 was from recycled paper.,unsustainable
720,"This system reduces evaporation and water waste, enhancing yields by 10%–15% compared to conventional central pivot systems.",sustainable
721,"In 2020, we once more included questions regarding employee health in our Group-wide, anonymous employee engagement survey.",sustainable
722,This makes the Rhine the most important transportation route for incoming raw materials.,unsustainable
723,Climate-related risks could impact the value of BlackRock’s AUM and reduce investment management revenue.,unsustainable
724,"Areti monitored distances travelled, recording a total of 53,100 km in 2020, consumption of approximately 8 MWh and a net saving of 5,300 kg of CO2 related to the absence of use of diesel-powered vehicles.",sustainable
725,"In addition to this local cooperation, we also take account of social and economic factors by collaborating, for instance, with charity organisations to take care of bicycle maintenance.",sustainable
726,"It does not, however, consider what efforts companies in our portfolios are taking to reduce their emissions, which is a key consideration for achieving our targets.",unsustainable
727,"These joint initiatives help to reduce our environmental footprint, improve tenant satisfaction and increase building occupancy.",sustainable
728,"Acea has been investing in the circular economy for some years now, with the aim of reducing waste of resources, for example by using process waste, and achieving recovering energy, secondary raw materials and “critical” raw materials.",sustainable
729,"Examples of successful investment due to focus on opportunities include a US-based container manufacturer that benefited from demand shift from plastic bottles with large environmental burden to aluminum cans with good recyclability, and a US utility company that became a winner in the industry by switching to environmentally-friendly power generation from early on.",unsustainable
730,"Our Climate Strategy approach seeks to invest in companies focused on climate risk mitigation or adaptation, andour low-carbon systematic equity platform includes quantitative strategies aimed at investing in companies contributing to a lower-carbon future.",sustainable
731,The funds raised through this operation will enable CNP Assurances to finance green projects in the following areas: high energy-performance buildings (new builds and renovations); sustainably-managed forests; green infrastructure such as renewable energy projects and low-carbon transportation systems.,sustainable
732,"And this year, for our UK Tax Year End mailing to M&G customers who’ve chosen to continue receiving paper correspondence, we’ve planted new trees to capture around 13.6 tonnes of CO2 generated by the mailing.",sustainable
733,"In the long term, the company has an ambitious target of reaching a net-zero carbon footprint.",sustainable
734,"Since the Paris Agreement effectively requires a halving of global emissions every decade, NAM has set a target to reduce the weighted average carbon intensity (WACI) of our investments by 50% by 2030, compared to a 2019 baseline (Target 2).",sustainable
735,"As mentioned previously, the benefits of moving to a more plant-based food system are not just health-related.",unsustainable
736,"BNP Paribas Cardif intends to continue investing to finance social, digital and transportation infrastructure assets to support local communities in France and in Europe.",sustainable
737,"To respond to the future possibility of even stronger regulations for reducing emissions, such as obligation to reduce total emissions or introduction of carbon taxes, JRE has set a reduction target for its entire portfolio of 35% compared to 2013 to be achieved by 2030.",sustainable
738,"We plan to launch many more green solutions related to the introduction of electric vehicles (EV) in our corporate clients’ feets, the green financing of EV feets, the installation of charging points, etc.",sustainable
739,The financial exposure corresponds with the accounting value of the vehicles for the contracts active as of 30 September 2020.,unsustainable
740,"For further details about the Equator Principles, please refer to the following link.",unsustainable
741,Public transportation in particular plays a critical role in a well-functioning economy.,unsustainable
742,UBS negotiated the commencement of a relationship with a corporate client whose activities also included the palm oil business.,unsustainable
743,The Reputational Risk Score aims to identify companies involved in incidents that may have a negative impact on the environment or the company’s business.,unsustainable
744,"At Vauban Infrastructure Partners, we integrate in our daily work practices to avoid, reduce or offset our carbon emissions.",sustainable
745,We strive to reduce climate risk by monitoring climate-related risks and capturing opportunities related to the energy transition.,sustainable
746,"In June 2020, we announced a new, multi-decade carbon target to reduce our net annual carbon emission by 5 million metric tons versus our 2020 baseline, which is approximately a 15% reduction.",sustainable
747,"The company has outlined its plan to reduce emissions, including through having absolute reduction targets.",sustainable
748,Our global reach and expertise make us well positioned to help accelerate solutions that support the transition to a low-carbon and more inclusive economy.,sustainable
749,"As an office-based business, Rothschild & Co does not consider environmental discharges to air, water, soil or indeed noise pollution to be of material environmental risk.",unsustainable
750,"Talent attraction and retention Creating a safe, healthy and motivating working environment in which the well-being and personal and professional development of our employees is key.",sustainable
751,We offset the greenhouse gas emissions we produce each year by purchasing CO2 emissions certificates to support projects that save the same volume of emissions.,sustainable
752,"Last year, over 60% of employees used at least one volunteering day.",sustainable
753,"In May, Food Bank for New York City Honoured Deutsche Bank as its 2016 Corporate Champion of the Year.",sustainable
754,"Consequently, in line with our basic sustainability strategy as described in the ‘Sustainability strategy’ part of this section, we will continue to focus on all of them in order to reduce our negative impact and increase our positive impact on society.",sustainable
755,"The building has easy and safe pedestrian access to local services and public transport, with preferential parking for car-pooled vehicles and bicycles, to reduce the impact of travel.",sustainable
756,The supply chain ambition for the Group’s carbon footprint has been defined in the long term.,unsustainable
757,"In addition, some specific operations were conducted to reduce the use of other fossil fuels.",sustainable
758,The World Health Organisation (WHO) Framework Convention on Tobacco Control - the first international treaty negotiated by the group - went live in 2005 and today has 182 Parties accounting for more than 90% of the world’s population.,unsustainable
759,"Our strategy takes these trends into account as we foster leadership, professional development, engagement, inclusion and wellbeing to create a productive, invigorating workplace.",sustainable
760,"Therefore the annual gross balance of CO2 absorbed by CNP Assurances’ woodland portfolio was 492,756 tonnes of CO2 in 2020.",unsustainable
761,"The top social issues of concern were water & food security, inequality and employment security.",unsustainable
762,"It should be noted that due to its business activities, the following Corporate Responsibility issues are not considered as relevant to Rothschild & Co: food waste, responsible, fair and sustainable food, fight against food insecurity and respect for animal welfare.",unsustainable
763,"It focuses on the impact on biodiversity, by optimizing the Mean Species Abundance (MSA), under minimum constraints of liquidity, diversification and reduction of the carbon impact.",sustainable
764,"In 2020, we engaged major oil companies in Europe and the United States on their path to an energy transition.",sustainable
765,"We will continue implementing the policy proposals, mitigating the identified climate-related risks, developing the opportunities, adapting processes, collecting data, determining metrics and, lastly, setting specific targets for the most carbon-intensive sectors (on a group level and where relevant per business unit).",sustainable
766,"We follow the WRI and WBCSD Greenhouse Gas Protocol Corporate Accounting and Reporting Standard to calculate Scope 1, 2 and 3 emissions.",unsustainable
767,"Our water consumption was reduced by 43%, and we will be updating that goal in 2021.",sustainable
768,"Recent high-profile examples include a paper on decarbonization that analyzed the role of five key technologies in delivering the low-carbon transition — renewables, electric vehicles, carbon capture and storage, biofuels and hydrogen.",unsustainable
769,PCAF calls for Scope 3 emissions of certain sectors to be reported beginning in 2021.,unsustainable
770,"We provide our employees with free gym access, fresh fruit in the office and our team events often feature outdoor activities.",sustainable
771,"Magnolia Bostad actively lowers the negative environmental impact of the company’s suppliers by expressing demands regarding energy waste management, transportation as well as as circularity and re-cycling of materials.",sustainable
772,The manufacturing and life cycle of plastic is responsible for more than ten per cent of global CO2 emissions.,unsustainable
773,"On the other hand, companies that choose to ignore the changing risk-return characteristics of the energy transition also may struggle.",unsustainable
774,"For Scope 3, where a production based proxy is used, fossil fuel production data coverage is 94% of top 50 names, covering 98% of the financing provided.",unsustainable
775,"In early 2020, an eco-responsible approach was initiated with the creation of a carpet recycling channel.",sustainable
776,"We follow a carbon neutrality strategy, use resources efficiently and reduce waste.",sustainable
777,Treat and reuse waste and track its collection.,sustainable
778,"In 2017, we launched our Paper Neutral program, where we planted 51,138 trees to offset deforestation equal to the number of pages printed in our global offices.",sustainable
779,"We recognize that transitioning to a lower-carbon economy will take time and require greater market penetration of energy efciency, renewable energy and other forms of lower-carbon energy, such as natural gas.",unsustainable
780,This enables us to offer our customers even better agronomic support and assistance in optimizing the cultivation of their crops.,sustainable
781,Learn more about our efforts to reduce our scope 3 emissions in the Climate action chapter.,unsustainable
782,"A full-scale factory would provide up to 100 times the annual production capacity, which would allow Solein to become cost-competitive with other protein products, excluding soy.",unsustainable
783,"Deutsche Bank incentivizes volunteering efforts through paid leave, donations, and in-kind support.",sustainable
784,We have announced new commitments to actively support the transition to a global low-carbon economy over the coming decades.,sustainable
785,This will enable stakeholders to better assess the company’s commitment to the clean energy transition.,sustainable
786,"Nuclear should see modest growth, mostly in Asian markets.",unsustainable
787,Process safety incidents (PSI) is a worldwide harmonized industry metric used to report events involving the release of a substance or energy where this exceeds defined thresholds.,unsustainable
788,"To retain talent, we invest in and support employees by offering a range of career opportunities supported through a variety of structured programmes and internal development pathways.",sustainable
789,"For example, the issue of marine pollution caused by plastic waste such as plastic bags and straws has prompted discussions around the world on plastic reduction.",unsustainable
790,"Second, public funding around the world is falling far short of meeting the growing infrastructure demands caused by demographic shifts — greater demands for energy, transportation, healthcare and education.",unsustainable
791,"We develop and produce innovative solutions to improve crop health and yields, and market them worldwide.",sustainable
792,Wastewater treatment plants are able to filter out only 90% of microplastics.,unsustainable
793,"In 2020, lower energy and paper consumption coupled with a large decrease in business travel activities reduced our total GHG emissions per employee by 46% compared to 2019.",sustainable
794,"Groupe PSA autonomous vehicles had already driven more than 210,000 km on Europe’s roads by the end of 2019.",unsustainable
795,Precision agriculture and fertility management solutions promote sustainable practices.,unsustainable
796,"BlackRock reports Scope 1, 2, and all relevant categories of Scope 3 emissions.",unsustainable
797,"To date, we have not been organization tracking energy consumption outside our organization, but we are working to create more transparency on our Scope 3 émissions.",unsustainable
798,"In preceding periods, the carbon emissions were determined on the basis of a single mean normalization factor.",unsustainable
799,"On August 1, 2018, BASF SE acquired significant parts of the seed and non-selective herbicide business as well as assets of Bayer AG.",unsustainable
800,In 2021 we have defined pathways to reduce emissions in our financing and investment portfolios.,sustainable
801,"These insights can help quantify the carbon footprint of our clients’ treasury practice and, as paper payment transaction volumes are transitioned to digital alternatives, we are able to monitor their trends as they pursue a greener practice.",sustainable
802,A preliminary analysis of the changes in carbon footprint for major indices saw 45%-60% of the decline between 2019 and 2020 attributable to changes in EVIC.,unsustainable
803,"These policies and standards establish individual controls for user access management (including access control and passwords), privileged access management, change management, security incidents, data handling and destruction, and other security measures.",unsustainable
804,"Sustainability challenges differ between regions: developed countries score worse on diet patterns and food waste, whereas emerging countries need to address food loss and general quality of life.",unsustainable
805,"Moreover, JRE requests the PM companies to make proposals to help JRE reduce environmental impacts, such as measures to reduce energy consumption as part of their management duties.",sustainable
806,"Scope 1 and 2 emissions for the period 4Q19–3Q20 amounted to 179 441 tonnes of CO2, of which 179 335 tonnes related to passenger cars and LCV and 106 tonnes to bicycles.",unsustainable
807,The two major issues are deforestation (upstream) and the use of chemicals for wood processing (downstream).,unsustainable
808,"Our firm aims to be a leading financial provider in enabling investors to mobilize private and institutional capital to climate change mitigation and adaptation while supporting the transition to a low-carbon economy as corporate advisor, and/or with our lending capacity.",sustainable
809,Commuting emissions include emissions from employees’ personal vehicles and from shuttles that transport employees to and from work.,unsustainable
810,"In a business-as-usual scenario, total fertilizer use would likely rise further given that the global population looks set to increase to around ten billion people by 2050, with most of this growth taking place in Africa where, relatively speaking, fertilizer use has been low.",unsustainable
811,"We will continue to invest to simplify our operating environment, reduce platform redundancies, increase integration and become more efficient.",sustainable
812,"Groupama AM relies essentially on the Global Coal Exit List, provided by the German non-governmental organization (NGO)G Urgewald.",unsustainable
813,"We believe in creating a diverse workplace for our teams, providing excellent working conditions and career opportunities for employees of all backgrounds.",sustainable
814,"This Regulation classifies funds into 3 categories: “article 6” funds, which have no specific sustainability objectives, “article 8” funds, which promote ESG characteristics (for example their “carbon footprint”), without this necessarily being their central preoccupation, and finally “article 8” funds, which have a genuine sustainability objective (for example investment in a portfolio compatible with the aims of the Paris Agreement and limitation of climate change).",unsustainable
815,"Where possible, employees pivoted their volunteering to a virtual format when in-person activities were suspended in March 2020.",sustainable
816,"We believe that our advisory work with global agribusiness corporations will help drive innovation in our global food system to better meet the needs of a growing, evolving society and marketplace.",sustainable
817,"We are focused on removing single-use plastics from our operations and, for investee companies where it is a key challenge, encouraging them to reduce their waste.",sustainable
818,"While we focus on reducing our CO2 emissions, any residual emissions are compensated for through our carbon offsetting strategy.",sustainable
819,We want to close the loop on plastic waste by ensuring our products have the potential to be recycled.,sustainable
820,"We ensure the total Scope 1, 2 and 3 amount is rounded correctly.",unsustainable
821,The simplest carbon measure is total carbon emissions (Scope 1 and 2) expressed in tonnes of CO2e but this is an absolute fgure and is not normalised for the size of the company or investor.,unsustainable
822,"Data coverage for emissions Scope 1&2 is 79% of the financing provided to the top 50 clients, mainly based on data publicly disclosed by clients.",unsustainable
823,"Carbohydrate sources: Studies have shown that high carbohydrate intake increases blood triglyceride concentration, reduces HDL (or good) cholesterol and increases blood pressure, especially in people with insulin resistance.",unsustainable
824,We aim to reduce the weighted average carbon intensity of individual strategies and funds to 50% of the level of their respective baseline carbon intensity by 2030.,sustainable
825,"Deforestation not only releases stored carbon dioxide, but also reduces the ability to capture future carbon releases.",unsustainable
826,We identify improvement areas based on survey results to further strengthen the engagement of our employees.,sustainable
827,"We are working to optimize existing recycling services, expand such services to new locations and explore opportunities to bring composting services to more of our corporate locations with cafeterias.",sustainable
828,"In support of these principles, our CR goals align with six of the 17 UN Sustainable Development Goals that are most relevant to our business: quality education, gender equality, affordable and clean energy, decent work and economic growth, climate action and reduced inequalities.",sustainable
829,"During the year, interventions were carried out for the construction, integration and modernisation of the industrial water line at 3 major treatment plants (Rome South, Rome North, Cobis) and the micro-filtration water treatment station was built for reuse in the treatment plant in Rome East.",sustainable
830,"Acea Ambiente, with plants in Lazio, Tuscany and Umbria, handles environmental management (treatment and disposal) and the production of energy from waste, waste recovery and composting.",sustainable
831,"Launched in late 2015 with the Meridiam management company, this fund finances innovative development projects related to the energy transition, local services such as heating systems and energy recovery from waste, electricity grids and gas networks, and innovative renewable energies.",sustainable
832,"In older, landmark buildings, some of which we have occupied for many years, we renovate our office spaces with sustainable design and sustainably sourced or recycled materials.",sustainable
833,Scope 3 emissions have been included within the appendix for completeness,unsustainable
834,"Since we began tracking paper in October 2017, we have reduced paper use by 44% as of December 2019.",sustainable
835,Recycled paper also cuts greenhouse gas emissions by more than 20 %.,unsustainable
836,The term “carbon footprint” in this report refers to absolute emissions financed by BlackRock’s clients’ investments in corporate securities and real estate divided by BlackRock’s AUM (rounded to $ millions) in those investments.,unsustainable
837,"The study found that individual investor survey respondents were most interested in the themes of plastic reduction (46%) and climate change (46%), community development (42%), circular economy (39%) and SDGs (36%).",unsustainable
838,We aim to optimize all our business activities to reduce carbon emissions.,sustainable
839,"Our analysis showed that although the company’s carbon intensity had fallen over recent years, their absolute carbon emissions had risen.",unsustainable
840,"We collected reusable clothing from employees that would have previously been discarded as garbage and donated it to the NPO “Yofuku Post"".",sustainable
841,"Our low-carbon investment portfolio continues to grow through, for example, investments in environmentally certified real estate, co-financing renewable energy in emerging markets with development banks, seeking opportunities in green bond investing and expanding our investments in renewable energy.",sustainable
